General_2016-11-08,Runoff_2016-05-24,Primary_2016-03-01,Runoff_2015-12-12,General_2014-11-04,Runoff_2014-08-05,Runoff_2014-05-27,Primary_2014-03-04,Runoff_2013-12-14,Runoff_2013-03-02,General_2012-11-06,Runoff_2012-07-31,Primary_2012-05-29,Runoff_2011-12-10,General_2010-11-02,Primary_2010-03-02,Residence_Families_HHCount,Residence_HHGender_Description,Residence_HHParties_Description,Voters_Gender,Voters_Age,EthnicGroups_EthnicGroup1Desc,Religions_Description,MaritalStatus_Description,EstimatedIncome,Education,ReligiousContributorInHome,PoliticalContributerInHome,DonatesEnvironmentCauseInHome,DonatesToCharityInHome,Donates to Local Community,State_Senate_District,Local_Municipal_Sum,Times_Voted,Parties_Description,GetOut,preference
Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Democratic,F,35,Likely African-American,Protestant,Unknown,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,4,Democratic,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,4+,Mixed Gender Household,Democratic,F,66,Likely African-American,Protestant,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,5,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,1,Male Only Household,Democratic,M,60,Likely African-American,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,6,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,1,Female Only Household,Democratic,F,70,Likely African-American,Unknown,Unknown,"<50,000",HighSchool,0,1,Unknown,Unknown,Unknown,s15,0,12,Democratic,Y,Y
Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,2,Mixed Gender Household,Republican,F,56,European,Protestant,Married,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s4,0,11,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican,M,66,European,Unknown,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s4,0,4,Republican,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Female Only Household,Independent,F,72,European,Protestant,Unknown,"50,000 - 100,000",Some_College,0,1,Unknown,Yes,Unknown,s4,0,3,Non-Partisan,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,1,Male Only Household,Republican,M,51,European,Protestant,Unknown,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Yes,s4,0,7,Republican,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Independent,M,38,Hispanic and Portuguese,Catholic,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s4,0,4,Non-Partisan,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Democratic,F,38,European,Catholic,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,4,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Democratic,M,49,European,Protestant,Unknown,"150,000 - 200,000",Bachelors,0,0,Unknown,Unknown,Yes,s15,0,6,Democratic,N,Y
Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,2,Mixed Gender Household,Republican,M,52,European,Protestant,Married,">200,000",Bachelors,0,1,Unknown,Yes,Yes,s15,0,4,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,1,Male Only Household,Democratic,M,54,Hispanic and Portuguese,Unknown,Unknown,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,9,Democratic,N,N
Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,1,Female Only Household,Republican,F,70,,Jewish,Unknown,"100,00 - 150,000",Graduate,0,1,Unknown,Unknown,Unknown,s15,0,7,Republican,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,2,Mixed Gender Household,Democratic & Republican,M,64,European,Protestant,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,7,Republican,N,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,M,68,European,Protestant,Married,"150,000 - 200,000",Graduate,0,0,Unknown,Yes,Unknown,s15,0,5,Republican,N,Y
Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,71,European,Protestant,Married,"150,000 - 200,000",Graduate,0,0,Unknown,Yes,Unknown,s15,0,4,Democratic,N,N
Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Democratic,M,64,European,Protestant,Non-Traditional,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,7,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Independent,M,61,,Jewish,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,2,Non-Partisan,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,1,Male Only Household,Republican,M,59,European,Unknown,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,5,Republican,Y,Y
Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Democratic,F,60,European,Protestant,Non-Traditional,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,7,Democratic,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic,F,49,European,Protestant,Married,"50,000 - 100,000",HighSchool,0,1,Unknown,Yes,Unknown,s15,0,4,Democratic,Y,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,42,European,Protestant,Married,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,3,Republican,N,Y
Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,N,3,Mixed Gender Household,Republican,M,84,European,Catholic,Married,"<50,000",HighSchool,0,0,Unknown,Yes,Yes,s15,0,6,Republican,Y,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,Mixed Gender Household,Republican,M,69,Other,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,1,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Democratic,F,58,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,5,Democratic,N,N
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,4+,Mixed Gender Household,Democratic & Republican,M,54,European,Protestant,Married,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,11,Republican,N,N
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,1,Male Only Household,Democratic,M,61,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,3,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,4+,Mixed Gender Household,Democratic,M,46,Likely African-American,Protestant,Married,"<50,000",Graduate,1,1,Unknown,Yes,Yes,s13,0,6,Democratic,N,N
Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic,F,45,Likely African-American,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,4,Democratic,N,N
Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Democratic,F,65,Likely African-American,Protestant,Unknown,"<50,000",Bachelors,1,0,Unknown,Yes,Yes,s13,0,3,Democratic,N,N
Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,2,Mixed Gender Household,Democratic,M,72,European,Protestant,Non-Traditional,"<50,000",Bachelors,0,0,Unknown,Yes,Unknown,s6,0,10,Democratic,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Democratic & Republican,M,50,European,Protestant,Unknown,"50,000 - 100,000",Some_College,0,1,Unknown,Yes,Yes,s6,0,9,Republican,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,1,Male Only Household,Democratic,M,46,,Other,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s6,0,7,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,M,57,European,Protestant,Married,"50,000 - 100,000",Graduate,1,0,Unknown,Yes,Yes,s6,0,6,Democratic,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,3,Mixed Gender Household,Democratic,F,58,Likely African-American,Protestant,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s13,0,6,Democratic,N,N
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,1,Female Only Household,Democratic,F,60,Likely African-American,Protestant,Unknown,"<50,000",Bachelors,0,0,Unknown,Yes,Unknown,s13,0,10,Democratic,Y,N
Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,1,Male Only Household,Democratic,M,62,,Unknown,Unknown,"50,000 - 100,000",HighSchool,0,1,Unknown,Yes,Yes,s6,0,6,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,72,European,Protestant,Married,"50,000 - 100,000",Bachelors,2+,1,Unknown,Yes,Yes,s6,0,14,Republican,N,N
Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,2,Male Only Household,Democratic & Republican,M,91,European,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,11,Republican,Y,N
Y,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,Y,3,Mixed Gender Household,Democratic,F,79,Hispanic and Portuguese,Catholic,Married,"<50,000",Bachelors,0,1,Yes,Yes,Yes,s6,0,9,Democratic,N,N
Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,3,Mixed Gender Household,Democratic,F,63,European,Unknown,Married,"50,000 - 100,000",Bachelors,0,1,Unknown,Unknown,Unknown,s6,0,10,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,1,Female Only Household,Democratic,F,77,Likely African-American,Protestant,Unknown,"<50,000",Graduate,1,1,Unknown,Yes,Yes,s13,0,13,Democratic,Y,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,75,Likely African-American,Protestant,Unknown,"<50,000",HighSchool,0,1,Unknown,Yes,Unknown,s13,0,4,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,3,Mixed Gender Household,Republican,M,77,European,Protestant,Married,">200,000",Bachelors,0,0,Unknown,Unknown,Yes,s17,0,11,Republican,Y,Y
Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,4+,Mixed Gender Household,Democratic & Independent,M,73,European,Protestant,Unknown,">200,000",Graduate,0,1,Unknown,Unknown,Unknown,s17,0,5,Non-Partisan,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,1,Male Only Household,Republican,M,68,European,Protestant,Unknown,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,12,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,4+,Mixed Gender Household,Republican,M,65,European,Unknown,Married,">200,000",Unknown,0,0,Unknown,Unknown,Yes,s17,0,13,Republican,N,Y
Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,72,European,Protestant,Married,"100,00 - 150,000",Bachelors,0,1,Unknown,Yes,Yes,s17,0,11,Republican,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,M,70,European,Protestant,Married,">200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,6,Democratic,N,N
Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,3,Mixed Gender Household,Republican,F,65,,Jewish,Married,"150,000 - 200,000",Graduate,0,2+,Unknown,Yes,Yes,s17,0,8,Republican,Y,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Democratic,F,64,European,Unknown,Unknown,">200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,7,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican,F,34,East and South Asian,Unknown,Non-Traditional,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,1,Republican,N,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Democratic,M,67,European,Catholic,Unknown,"50,000 - 100,000",HighSchool,0,1,Unknown,Yes,Yes,s17,0,5,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,3,Mixed Gender Household,Republican,M,49,European,Catholic,Married,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,7,Republican,N,Y
Y,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,2,Mixed Gender Household,Democratic,F,44,Hispanic and Portuguese,Catholic,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s6,0,7,Democratic,Y,Y
Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,M,42,,Unknown,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Yes,s6,0,6,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,1,Female Only Household,Democratic,F,47,European,Protestant,Unknown,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Unknown,s6,0,13,Democratic,Y,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4+,Mixed Gender Household,Democratic & Republican,F,69,Hispanic and Portuguese,Catholic,Married,"50,000 - 100,000",Bachelors,1,1,Unknown,Yes,Yes,s6,0,1,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,2,Male Only Household,Democratic,M,63,European,Jewish,Unknown,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Yes,s6,0,9,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,3,Mixed Gender Household,Democratic,F,45,Likely African-American,Unknown,Married,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,12,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,3,Mixed Gender Household,Republican,M,65,,Unknown,Married,"<50,000",HighSchool,0,1,Unknown,Yes,Unknown,s6,0,7,Republican,N,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,26,Hispanic and Portuguese,Unknown,Married,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,4,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,69,European,Jewish,Unknown,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s13,0,6,Democratic,N,N
Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,1,Female Only Household,Republican,F,41,European,Unknown,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,3,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,71,European,Unknown,Married,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,12,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,2,Mixed Gender Household,Democratic,M,78,Hispanic and Portuguese,Catholic,Married,"150,000 - 200,000",Bachelors,0,0,Unknown,Unknown,Yes,s13,0,11,Democratic,Y,Y
Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Democratic,M,65,European,Unknown,Non-Traditional,">200,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,10,Democratic,N,N
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,2,Mixed Gender Household,Democratic,F,69,Hispanic and Portuguese,Protestant,Married,"150,000 - 200,000",Graduate,0,0,Yes,Yes,Yes,s13,0,11,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Democratic & Republican,M,67,European,Jewish,Unknown,">200,000",Graduate,0,0,Unknown,Unknown,Unknown,s13,0,13,Democratic,Y,Y
Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,F,48,European,Jewish,Married,"100,00 - 150,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,5,Republican,N,N
Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,M,35,European,Protestant,Married,">200,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,3,Republican,N,N
N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,3,Mixed Gender Household,Republican,M,49,European,Protestant,Married,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,5,Republican,N,N
Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Democratic,M,67,Hispanic and Portuguese,Catholic,Married,"50,000 - 100,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s6,0,7,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,2,Male Only Household,Republican,M,46,European,Protestant,Unknown,"<50,000",Bachelors,1,1,Unknown,Yes,Yes,s6,0,11,Republican,Y,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,F,58,Hispanic and Portuguese,Catholic,Married,"50,000 - 100,000",Bachelors,1,1,Unknown,Yes,Yes,s6,0,7,Republican,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,2,Male Only Household,Democratic,M,55,,Unknown,Unknown,"<50,000",Some_College,0,1,Unknown,Yes,Unknown,s6,0,7,Democratic,Y,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic & Republican,F,66,European,Protestant,Married,">200,000",Graduate,1,1,Unknown,Yes,Unknown,s17,0,5,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,66,European,Protestant,Married,">200,000",Graduate,1,2+,Unknown,Yes,Yes,s17,0,12,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,F,58,European,Unknown,Unknown,">200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,7,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Democratic & Republican,M,79,European,Protestant,Married,"<50,000",Graduate,2+,2+,Unknown,Yes,Yes,s17,0,12,Republican,Y,Y
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,60,Likely African-American,Protestant,Married,"150,000 - 200,000",Graduate,1,1,Unknown,Yes,Unknown,s13,0,12,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,M,44,Likely African-American,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,13,Democratic,Y,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,3,Mixed Gender Household,Democratic,M,69,Likely African-American,Protestant,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Yes,s13,0,6,Democratic,N,N
Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,55,European,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,6,Democratic,Y,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,3,Mixed Gender Household,Democratic & Republican,F,65,European,Protestant,Married,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Yes,s17,0,8,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Republican,F,42,European,Unknown,Unknown,"100,00 - 150,000",Bachelors,0,0,Unknown,Yes,Unknown,s17,0,13,Republican,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,61,European,Catholic,Non-Traditional,">200,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,6,Republican,Y,Y
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Democratic,F,48,,Jewish,Unknown,"100,00 - 150,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,2,Democratic,Y,Y
Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,2,Mixed Gender Household,Republican,M,47,European,Catholic,Married,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,8,Republican,Y,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,F,42,European,Protestant,Married,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,2,Republican,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,3,Mixed Gender Household,Democratic & Republican,M,41,European,Unknown,Married,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,4,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,2,Mixed Gender Household,Democratic & Republican,F,36,East and South Asian,Unknown,Married,">200,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,9,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic & Republican,M,42,European,Protestant,Married,">200,000",Bachelors,0,1,Unknown,Yes,Unknown,s17,0,12,Democratic,Y,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Republican,M,34,,Unknown,Unknown,">200,000",Unknown,0,1,Unknown,Yes,Unknown,s17,0,1,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,F,45,Other,Unknown,Non-Traditional,">200,000",Graduate,0,0,Unknown,Yes,Unknown,s17,0,2,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Male Only Household,Republican,M,52,European,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,11,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic & Republican,F,53,European,Unknown,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,5,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,1,Male Only Household,Democratic,M,63,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,8,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,2,Mixed Gender Household,Republican,M,75,,Unknown,Married,"150,000 - 200,000",Bachelors,1,0,Unknown,Yes,Unknown,s17,0,10,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,1,Female Only Household,Democratic,F,72,,Jewish,Unknown,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Unknown,s17,0,5,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,84,European,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,12,Republican,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,1,Female Only Household,Democratic,F,89,,Jewish,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,11,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,90,European,Protestant,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,12,Republican,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,1,Female Only Household,Republican,F,66,European,Catholic,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,7,Republican,Y,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Democratic,M,71,European,Unknown,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,6,Democratic,N,N
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Democratic,F,28,European,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,s17,0,2,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Female Only Household,Independent,F,40,,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,2,Non-Partisan,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,M,70,European,Protestant,Married,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,6,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,2,Mixed Gender Household,Democratic & Republican,M,75,European,Protestant,Married,"150,000 - 200,000",Bachelors,0,1,Unknown,Yes,Yes,s17,0,4,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,1,Male Only Household,Democratic,M,87,European,Unknown,Unknown,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s17,0,8,Democratic,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,M,62,Other,Other,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,5,Democratic,N,Y
